"","mdate","P_mm","MaxTemp_C","MinTemp_C"
"1",2013-01-01,0,11.1,-2.1
"2",2013-01-02,0.5,11.1,2.2
"3",2013-01-03,0,7.2,1.1
"4",2013-01-04,0,7.2,-1.7
"5",2013-01-05,0,10,-1.1
"6",2013-01-06,0,10,-1
"7",2013-01-07,0,10,-0.6
"8",2013-01-08,0,12.2,-5
"9",2013-01-09,0,16.1,-4.3
"10",2013-01-10,0,16.1,-1
"11",2013-01-11,0,15,3.9
"12",2013-01-12,1.3,22.8,5
"13",2013-01-13,0,22.8,5
"14",2013-01-14,0.5,21.7,11.1
"15",2013-01-15,28.4,11.1,4
"16",2013-01-16,39.1,7.8,3
"17",2013-01-17,7.1,9.4,0.6
"18",2013-01-18,33.5,8.9,-1.1
"19",2013-01-19,0,10,-4.4
"20",2013-01-20,0,13.3,-4.3
"21",2013-01-21,0,13.3,-0.6
"22",2013-01-22,0,10.6,-7.2
"23",2013-01-23,0,1.1,-8.3
"24",2013-01-24,0,2.8,-7.8
"25",2013-01-25,0,2.8,-7.8
"26",2013-01-26,2.8,5,-7.8
"27",2013-01-27,0,5,-6.7
"28",2013-01-28,2.5,13.9,-6.6
"29",2013-01-29,0.8,23.3,0
"30",2013-01-30,23.9,23.3,12.2
"31",2013-01-31,67.3,20.6,1.1
"32",2013-02-01,0,3.9,-6
"33",2013-02-02,0,4.4,-8.9
"34",2013-02-03,0.8,5,-8.3
"35",2013-02-04,0,5,-3.9
"36",2013-02-05,0,11.7,-3.9
"37",2013-02-06,0,12.8,0
"38",2013-02-07,0,12.8,-0.6
"39",2013-02-08,11.9,10.6,-0.5
"40",2013-02-09,5.1,10.6,-0.6
"41",2013-02-10,0,10,-5
"42",2013-02-11,1.3,17.2,-4.9
"43",2013-02-12,0.5,17.2,3.3
"44",2013-02-13,0,11.7,6
"45",2013-02-14,3.8,12.2,-0.6
"46",2013-02-15,0,15.6,-1.1
"47",2013-02-16,0.5,6.1,-0.6
"48",2013-02-17,0,3.3,-7.2
"49",2013-02-18,0,12.2,-6.7
"50",2013-02-19,0,12.2,3
"51",2013-02-20,1,8.3,-1.1
"52",2013-02-21,0,11.7,-3.9
"53",2013-02-22,1.3,11.7,-3.8
"54",2013-02-23,0,12.2,-0.5
"55",2013-02-24,0,13.3,1.1
"56",2013-02-25,0,13.3,-1.1
"57",2013-02-26,0,5.6,-1
"58",2013-02-27,32.3,10.6,0
"59",2013-02-28,0,10.6,2.2
"60",2013-03-01,0,6.1,2.8
"61",2013-03-02,0,5,0
"62",2013-03-03,0,2.8,-2.2
"63",2013-03-04,0,10,-3.3
"64",2013-03-05,0,10,-3.2
"65",2013-03-06,23.6,9.4,0.6
"66",2013-03-07,4.6,6.7,0.6
"67",2013-03-08,0,11.1,2.2
"68",2013-03-09,0,16.1,-2.8
"69",2013-03-10,0,18.3,-2.7
"70",2013-03-11,0,18.3,-0.5
"71",2013-03-12,12.7,14.4,6.7
"72",2013-03-13,11.9,13.3,1.7
"73",2013-03-14,0,8.9,-1.7
"74",2013-03-15,0,18.3,-1.6
"75",2013-03-16,1,25,0.6
"76",2013-03-17,1.5,17.8,3
"77",2013-03-18,16.5,3.3,0.6
"78",2013-03-19,3.3,15.6,0.6
"79",2013-03-20,0,15.6,0.6
"80",2013-03-21,0,12.8,-2.2
"81",2013-03-22,0,10,-5.6
"82",2013-03-23,0,14.4,-5.5
"83",2013-03-24,0,14.4,-1
"84",2013-03-25,22.1,5,-1
"85",2013-03-26,1,7.2,-0.5
"86",2013-03-27,0,7.2,1.1
"87",2013-03-28,0,11.1,1.1
"88",2013-03-29,0,15.6,-0.6
"89",2013-03-30,0,18.3,-0.5
"90",2013-03-31,3.8,18.3,0.6
"91",2013-04-01,2.8,16.1,6.7
"92",2013-04-02,0,16.1,1.7
"93",2013-04-03,0,13.3,0
"94",2013-04-04,0,13.3,0
"95",2013-04-05,17.8,18.3,0.6
"96",2013-04-06,1.8,18.3,1.1
"97",2013-04-07,0,22.8,1.1
"98",2013-04-08,0,26.7,5
"99",2013-04-09,0,30.6,9.4
"100",2013-04-10,0,32.2,13.9
"101",2013-04-11,0,32.2,18.3
"102",2013-04-12,29.7,29.4,15.6
"103",2013-04-13,1,24.4,11.7
"104",2013-04-14,0,26.1,8.9
"105",2013-04-15,5.8,26.1,8.9
"106",2013-04-16,0.8,24.4,11.7
"107",2013-04-17,0,26.7,13.3
"108",2013-04-18,0,26.7,15.6
"109",2013-04-19,0,25,15.6
"110",2013-04-20,10.9,21.7,5.6
"111",2013-04-21,0,16.1,1.1
"112",2013-04-22,0,16.1,1.1
"113",2013-04-23,0,20.6,1.7
"114",2013-04-24,0,25.6,8.3
"115",2013-04-25,0.8,25.6,3.9
"116",2013-04-26,0,20,3.3
"117",2013-04-27,0,20,3.3
"118",2013-04-28,2.5,19.4,9.4
"119",2013-04-29,5.3,20,10.6
"120",2013-04-30,0.5,20.6,10.6
"121",2013-05-01,0.3,20.6,13
"122",2013-05-02,0.3,22.2,12.8
"123",2013-05-03,0,21.1,10
"124",2013-05-04,0,19.4,8.3
"125",2013-05-05,0,17.8,7.2
"126",2013-05-06,3.8,15,7.2
"127",2013-05-07,36.6,16.7,12.2
"128",2013-05-08,11.7,16.7,10
"129",2013-05-09,8.9,26.7,8.9
"130",2013-05-10,0,27.2,8.9
"131",2013-05-11,7.6,27.2,12.8
"132",2013-05-12,2.5,24.4,11.1
"133",2013-05-13,0,16.7,4.4
"134",2013-05-14,0,21.1,1.7
"135",2013-05-15,0,32.8,11.1
"136",2013-05-16,0,28.9,20.6
"137",2013-05-17,0.5,28.9,17.2
"138",2013-05-18,23.9,27.2,16.7
"139",2013-05-19,7.1,21.1,16.7
"140",2013-05-20,1.8,26.1,17.2
"141",2013-05-21,10.4,31.7,17.8
"142",2013-05-22,0,31.7,17.2
"143",2013-05-23,7.9,28.9,17.2
"144",2013-05-24,1.5,19,12
"145",2013-05-25,0,21.1,6.7
"146",2013-05-26,0,23.3,6.7
"147",2013-05-27,0,23.9,8.9
"148",2013-05-28,0,30.6,8.9
"149",2013-05-29,0,31.7,13.3
"150",2013-05-30,0,31.7,16.7
"151",2013-05-31,0,31.1,16.7
"152",2013-06-01,0,31.1,16.7
"153",2013-06-02,0,31.1,17.2
"154",2013-06-03,20.3,26.1,19
"155",2013-06-04,0.3,27.8,13.9
"156",2013-06-05,0,26.7,13.9
"157",2013-06-06,24.6,21.1,16
"158",2013-06-07,22.1,23.9,16.1
"159",2013-06-08,4.1,28.9,16.7
"160",2013-06-09,2.5,29.4,16.7
"161",2013-06-10,11.7,29.4,18.3
"162",2013-06-11,7.6,27.8,18.3
"163",2013-06-12,3.6,32.8,18.3
"164",2013-06-13,0,32,19
"165",2013-06-14,9.7,32.2,17.2
"166",2013-06-15,0,28.9,13.9
"167",2013-06-16,0,30,13.9
"168",2013-06-17,1.5,30,16.7
"169",2013-06-18,0.3,30,19.4
"170",2013-06-19,13.2,26.7,15
"171",2013-06-20,15.7,26.7,15
"172",2013-06-21,0,27.8,16.7
"173",2013-06-22,0,29.4,15.6
"174",2013-06-23,0,31.1,15.6
"175",2013-06-24,0,31.1,20
"176",2013-06-25,4.3,31.7,20
"177",2013-06-26,0,32.2,18.9
"178",2013-06-27,20.6,32.2,18.9
"179",2013-06-28,0,32.2,19.4
"180",2013-06-29,0,32.2,19.4
"181",2013-06-30,4.6,28.9,19.4
"182",2013-07-01,2.5,28.9,19.4
"183",2013-07-02,0.3,27.8,20.6
"184",2013-07-03,71.6,25.6,20.6
"185",2013-07-04,69.1,29.4,21.1
"186",2013-07-05,15.5,29.4,21.7
"187",2013-07-06,0.3,30,20.6
"188",2013-07-07,0.5,30,20.6
"189",2013-07-08,6.6,29.4,19.4
"190",2013-07-09,0,31.1,19.4
"191",2013-07-10,0,32.2,21.7
"192",2013-07-11,98.6,32.2,21.7
"193",2013-07-12,3.6,30.6,20
"194",2013-07-13,0.5,26.1,20
"195",2013-07-14,9.1,28.9,20
"196",2013-07-15,0.3,32.2,21.7
"197",2013-07-16,0,34.4,21.7
"198",2013-07-17,29.2,34.4,21.7
"199",2013-07-18,0,33.9,22.2
"200",2013-07-19,0,33.9,22.2
"201",2013-07-20,0,33.3,22.8
"202",2013-07-21,0,32.8,21.7
"203",2013-07-22,0,31.7,21.7
"204",2013-07-23,4.3,31.7,22.2
"205",2013-07-24,0.3,31.7,21.7
"206",2013-07-25,0,31.1,20
"207",2013-07-26,0,28.3,16.7
"208",2013-07-27,4.1,28.3,16.7
"209",2013-07-28,6.9,29.4,20
"210",2013-07-29,0,29.4,15
"211",2013-07-30,0,28.9,13.3
"212",2013-07-31,0,28.9,13.3
"213",2013-08-01,6.3,29.4,18.9
"214",2013-08-02,2.8,29.4,17.8
"215",2013-08-03,0,30.6,17.8
"216",2013-08-04,0,30.6,17.8
"217",2013-08-05,0,29.4,16.1
"218",2013-08-06,0,28.9,16.1
"219",2013-08-07,0,28.9,20
"220",2013-08-08,1,28.9,21.1
"221",2013-08-09,6.6,31.1,21.1
"222",2013-08-10,0,32.8,21.1
"223",2013-08-11,0,32.8,22.2
"224",2013-08-12,11.9,32.2,20.6
"225",2013-08-13,0.5,32.2,20.6
"226",2013-08-14,0.8,28.3,17.8
"227",2013-08-15,0,25.6,11.1
"228",2013-08-16,0,25,11.1
"229",2013-08-17,0,24.4,11.7
"230",2013-08-18,18.5,22.2,13.3
"231",2013-08-19,2.5,25,16.7
"232",2013-08-20,1.8,28.3,17.8
"233",2013-08-21,0,28.3,18.9
"234",2013-08-22,5.1,30.6,18.3
"235",2013-08-23,0,30.6,18.3
"236",2013-08-24,0,29.4,14.4
"237",2013-08-25,0,28.9,13.9
"238",2013-08-26,0,28.9,13.9
"239",2013-08-27,0,30.6,13.9
"240",2013-08-28,0,30.6,18.3
"241",2013-08-29,2.3,31.1,21.7
"242",2013-08-30,4.8,31.1,20
"243",2013-08-31,0,31.1,20
"244",2013-09-01,7.9,31.1,18.3
"245",2013-09-02,0,31.1,18.3
"246",2013-09-03,0,31.1,20
"247",2013-09-04,0,31.1,13.3
"248",2013-09-05,0,30.6,13.3
"249",2013-09-06,0,30.6,15.6
"250",2013-09-07,0,27.8,12.2
"251",2013-09-08,0,31.1,12.2
"252",2013-09-09,0,31.1,15.6
"253",2013-09-10,0,31.7,17.8
"254",2013-09-11,0,32.2,18.3
"255",2013-09-12,0,32.8,19.4
"256",2013-09-13,0,32.8,19.4
"257",2013-09-14,0,26.7,9.4
"258",2013-09-15,0,25,8.9
"259",2013-09-16,0,25,8.9
"260",2013-09-17,0,23.9,9.4
"261",2013-09-18,0,22.2,8.9
"262",2013-09-19,0,23.3,8.9
"263",2013-09-20,0.8,23.3,16.1
"264",2013-09-21,15.5,20,16.7
"265",2013-09-22,11.9,23.9,10.6
"266",2013-09-23,0,21.1,12
"267",2013-09-24,0,24.4,12.2
"268",2013-09-25,0,24.4,12.8
"269",2013-09-26,0.5,24.4,12.8
"270",2013-09-27,0,24.4,9.4
"271",2013-09-28,0.3,23.3,9.4
"272",2013-09-29,0,23.3,8.9
"273",2013-09-30,0,25.6,8.9
"274",2013-10-01,0,27.2,11.7
"275",2013-10-02,0,28.3,13.3
"276",2013-10-03,0,28.3,13.3
"277",2013-10-04,0,30,13.9
"278",2013-10-05,0,30,15
"279",2013-10-06,0,30,15
"280",2013-10-07,42.9,28.9,15
"281",2013-10-08,8.1,21.7,8.3
"282",2013-10-09,0,20.6,8.3
"283",2013-10-10,3,19.4,8.3
"284",2013-10-11,2.8,23.3,10.6
"285",2013-10-12,0,23.3,15
"286",2013-10-13,2,20,15
"287",2013-10-14,5.3,19.4,14
"288",2013-10-15,4.6,20.6,10.6
"289",2013-10-16,0,21.7,10.6
"290",2013-10-17,0,21.7,10.6
"291",2013-10-18,1.3,19.4,8.9
"292",2013-10-19,0,19.4,8.3
"293",2013-10-20,0,17.2,3.9
"294",2013-10-21,0,18.9,2.2
"295",2013-10-22,0,18.9,2.2
"296",2013-10-23,0,18.3,6.7
"297",2013-10-24,0,15,3.3
"298",2013-10-25,0,10,0.6
"299",2013-10-26,0,15,-2.8
"300",2013-10-27,0,18.9,7.2
"301",2013-10-28,0,18.9,3.3
"302",2013-10-29,0,20.6,3.3
"303",2013-10-30,0,22.2,10.6
"304",2013-10-31,1.8,22.2,11.7
"305",2013-11-01,0.5,25,13.3
"306",2013-11-02,0.8,25,10.6
"307",2013-11-03,0,18.3,7.8
"308",2013-11-04,0,14.4,-1.7
"309",2013-11-05,0,11.1,-1.7
"310",2013-11-06,0,20,1.1
"311",2013-11-07,0,20,6.7
"312",2013-11-08,0,15.6,3.3
"313",2013-11-09,0,13.9,-1.1
"314",2013-11-10,0,18.3,8.9
"315",2013-11-11,0,18.3,0
"316",2013-11-12,0,15.6,0
"317",2013-11-13,0,12.2,-3.3
"318",2013-11-14,0,15.6,-3.3
"319",2013-11-15,0,16.7,-3.3
"320",2013-11-16,10.2,12.2,8
"321",2013-11-17,0.3,15.6,7.8
"322",2013-11-18,4.8,17.8,11.1
"323",2013-11-19,2,17.8,2.8
"324",2013-11-20,0,10.6,0.6
"325",2013-11-21,0,10,0.6
"326",2013-11-22,0,18.9,3.9
"327",2013-11-23,0,18.9,5
"328",2013-11-24,0,5,-6.1
"329",2013-11-25,0,1.7,-7.2
"330",2013-11-26,3.3,3.3,-7.2
"331",2013-11-27,49.8,7.2,-1.7
"332",2013-11-28,0.5,7.2,-5.6
"333",2013-11-29,0,8.3,-5.6
"334",2013-11-30,0,8.3,-5
"335",2013-12-01,0,13.3,-6.1
"336",2013-12-02,0,13.3,-6.1
"337",2013-12-03,0,13.9,0
"338",2013-12-04,0,15.6,0.6
"339",2013-12-05,0,18.9,6.1
"340",2013-12-06,3.8,21.7,9.4
"341",2013-12-07,21.8,21.7,3.3
"342",2013-12-08,0.8,8.9,-2.2
"343",2013-12-09,13,11.1,-2.2
"344",2013-12-10,6.9,11.1,-0.6
"345",2013-12-11,1.5,8.9,-2.2
"346",2013-12-12,0,8.9,-3.3
"347",2013-12-13,0,8.9,-3.3
"348",2013-12-14,0.3,8.9,-2.8
"349",2013-12-15,8.1,7.2,1
"350",2013-12-16,0,8.9,0
"351",2013-12-17,0,13.9,-1.7
"352",2013-12-18,1.3,13.9,-1.7
"353",2013-12-19,0,18.9,0
"354",2013-12-20,0,18.9,1.7
"355",2013-12-21,0,21.1,5
"356",2013-12-22,0.5,19.4,14
"357",2013-12-23,26.9,20,5
"358",2013-12-24,0.3,5,-3.3
"359",2013-12-25,0,4.4,-9.4
"360",2013-12-26,0,8.9,-9.4
"361",2013-12-27,0,11.1,-7.2
"362",2013-12-28,0,14.4,-5
"363",2013-12-29,15,14.4,-2.8
"364",2013-12-30,11.2,11.7,2.8
"365",2013-12-31,0,7.8,-0.6
"366",2014-01-01,0,9.4,-3.3
"367",2014-01-02,0,9.4,-3.3
"368",2014-01-03,2.8,5,-9.4
"369",2014-01-04,0,2.8,-10.6
"370",2014-01-05,0,3,-2.8
"371",2014-01-06,4.1,7.8,-10.6
"372",2014-01-07,1.3,-6.7,-17.2
"373",2014-01-08,0,6.1,-17.2
"374",2014-01-09,0,9.4,-11.7
"375",2014-01-10,1.3,9.4,-4.4
"376",2014-01-11,16.8,11.1,0.6
"377",2014-01-12,13.7,12.2,3.3
"378",2014-01-13,0,12.2,-2.8
"379",2014-01-14,2,11.7,5.6
"380",2014-01-15,1.5,12.2,-1.7
"381",2014-01-16,0,8.9,-5.6
"382",2014-01-17,0,8.9,-5.6
"383",2014-01-18,0,8.9,-6.1
"384",2014-01-19,0,6.7,-6.1
"385",2014-01-20,0,15,3.3
"386",2014-01-21,0,15,-2.8
"387",2014-01-22,2.5,2.8,-11.1
"388",2014-01-23,0,-3.3,-11.1
"389",2014-01-24,0,-3.3,-15
"390",2014-01-25,0,1.7,-15
"391",2014-01-26,0,9.4,-8.9
"392",2014-01-27,0,12.2,-6.7
"393",2014-01-28,0,-2.2,-10.6
"394",2014-01-29,1.3,-3.9,-13.9
"395",2014-01-30,0,0,-14.4
"396",2014-01-31,0,13.3,-14.4
"397",2014-02-01,0,13.9,-7.2
"398",2014-02-02,0,17.8,-4.4
"399",2014-02-03,38.1,17.8,2.8
"400",2014-02-04,9.9,11.7,0.6
"401",2014-02-05,4.6,15,0
"402",2014-02-06,0.3,5,-2.2
"403",2014-02-07,0,5.6,-4.4
"404",2014-02-08,0,5.6,-4.4
"405",2014-02-09,0,7.8,-1.7
"406",2014-02-10,0,7.8,-1.1
"407",2014-02-11,0,3.3,-5.6
"408",2014-02-12,0,2.8,-7.2
"409",2014-02-13,33.8,4.4,-7.2
"410",2014-02-14,16.3,10.6,-6.1
"411",2014-02-15,1.3,10.6,-2.8
"412",2014-02-16,0.5,5.6,-6.7
"413",2014-02-17,0,5.6,-6.7
"414",2014-02-18,0,13.3,-6.1
"415",2014-02-19,0,18.9,-3.3
"416",2014-02-20,0,18.9,0
"417",2014-02-21,0,15.6,1.7
"418",2014-02-22,8.9,17.2,2.2
"419",2014-02-23,0,20,0
"420",2014-02-24,0,20,0
"421",2014-02-25,0,9.4,-1.1
"422",2014-02-26,0,6.7,-1.7
"423",2014-02-27,0,6.7,-6.7
"424",2014-02-28,0,6.7,-7.8
"425",2014-03-01,0,10.6,-7.8
"426",2014-03-02,0,19.4,-5.6
"427",2014-03-03,22.1,19.4,-5
"428",2014-03-04,5.8,0.6,-10
"429",2014-03-05,0,11.7,-10.6
"430",2014-03-06,0,11.7,-4.4
"431",2014-03-07,3,8.3,-2.8
"432",2014-03-08,0.8,19.4,-2.2
"433",2014-03-09,0,15,8.9
"434",2014-03-10,0,21.1,5
"435",2014-03-11,0,24.4,10.6
"436",2014-03-12,0,21.7,5
"437",2014-03-13,0.3,5,-4.4
"438",2014-03-14,0,17.2,-4.4
"439",2014-03-15,0,19.4,10.6
"440",2014-03-16,0,20,0
"441",2014-03-17,12.7,1.1,-3
"442",2014-03-18,0.3,4.4,-2.8
"443",2014-03-19,1,8,1
"444",2014-03-20,0.8,15.6,0.6
"445",2014-03-21,0,20.6,3.3
"446",2014-03-22,0,20.6,4.4
"447",2014-03-23,0,20.6,5.6
"448",2014-03-24,1,11.7,-5
"449",2014-03-25,0.8,10,-5
"450",2014-03-26,7.4,4.4,-3.3
"451",2014-03-27,0,13.3,-5
"452",2014-03-28,0,17.2,8.3
"453",2014-03-29,0.3,17.2,7.8
"454",2014-03-30,14.7,15,2.8
"455",2014-03-31,0.8,22.2,2.8
"456",2014-04-01,0,27,3.9
"457",2014-04-02,0,28.3,10.6
"458",2014-04-03,0,28.9,9.4
"459",2014-04-04,2.3,21.7,10
"460",2014-04-05,0.3,21.7,7.8
"461",2014-04-06,0,16.7,0.6
"462",2014-04-07,15.7,15,0.6
"463",2014-04-08,11.4,17.2,6.7
"464",2014-04-09,0,17.8,6.1
"465",2014-04-10,0,22.2,2.2
"466",2014-04-11,0,25.6,13.9
"467",2014-04-12,0,26.1,10
"468",2014-04-13,0,27.2,10
"469",2014-04-14,0,27.2,12.2
"470",2014-04-15,21.3,21.7,3.9
"471",2014-04-16,4.3,17.8,-2.2
"472",2014-04-17,0,13.9,-2.2
"473",2014-04-18,0,13.9,-1.1
"474",2014-04-19,0,17.8,3.3
"475",2014-04-20,0,20.6,6.1
"476",2014-04-21,0,23.9,3.3
"477",2014-04-22,0,23.3,14.4
"478",2014-04-23,0,23.9,8.9
"479",2014-04-24,0,20.6,4.4
"480",2014-04-25,0,20.6,4.4
"481",2014-04-26,6.1,27.2,8.3
"482",2014-04-27,0,30,9.4
"483",2014-04-28,0,30,9.4
"484",2014-04-29,32.5,17.2,8.3
"485",2014-04-30,11.7,18.9,8.3
"486",2014-05-01,0.5,23.9,10
"487",2014-05-02,0,23.9,8.3
"488",2014-05-03,0,22.2,8.3
"489",2014-05-04,0,27.2,9.4
"490",2014-05-05,0,27.2,11.1
"491",2014-05-06,1.5,23.3,10
"492",2014-05-07,0,25.6,10
"493",2014-05-08,0,31.7,14.4
"494",2014-05-09,0,31.7,14.4
"495",2014-05-10,2.3,21.7,18.3
"496",2014-05-11,1.8,28.3,13.3
"497",2014-05-12,0,32.8,13.3
"498",2014-05-13,3,32.8,15
"499",2014-05-14,0,31.7,16.1
"500",2014-05-15,0.3,27.2,16.7
"501",2014-05-16,47.2,20.6,9.4
"502",2014-05-17,0,19.4,6.7
"503",2014-05-18,0,20,6.7
"504",2014-05-19,0,21.1,6.1
"505",2014-05-20,0,26.7,6.1
"506",2014-05-21,0,28.9,18.3
"507",2014-05-22,0,29.4,18.3
"508",2014-05-23,0,29.4,16.7
"509",2014-05-24,0,27.8,11.1
"510",2014-05-25,0,26.7,11.1
"511",2014-05-26,0,31.1,11.1
"512",2014-05-27,0,31.1,14.4
"513",2014-05-28,0,31.7,19.4
"514",2014-05-29,0,31.7,17.8
"515",2014-05-30,4.3,26.7,17
"516",2014-05-31,0,27.8,16.1
"517",2014-06-01,0,27.8,15.6
"518",2014-06-02,0,28.3,11.7
"519",2014-06-03,0,28.3,11.7
"520",2014-06-04,0,29.4,17.8
"521",2014-06-05,18.8,29.4,19.4
"522",2014-06-06,1.3,28.9,12.2
"523",2014-06-07,0,28.9,12.2
"524",2014-06-08,0,27.8,15
"525",2014-06-09,6.3,30.6,17.8
"526",2014-06-10,0,32.2,17.8
"527",2014-06-11,2.5,30,18
"528",2014-06-12,16,30.6,18.3
"529",2014-06-13,9.4,29.4,16.7
"530",2014-06-14,0.3,29.4,16.1
"531",2014-06-15,0,28.3,12.2
"532",2014-06-16,0,31.7,12.2
"533",2014-06-17,0,33.9,18.9
"534",2014-06-18,0,34.4,19.4
"535",2014-06-19,0,34.4,21.7
"536",2014-06-20,0,31.1,21
"537",2014-06-21,14.7,33.3,20.6
"538",2014-06-22,0,30.6,18.9
"539",2014-06-23,7.6,27.2,18.9
"540",2014-06-24,0,29.4,18.9
"541",2014-06-25,0,30,19.4
"542",2014-06-26,0,31.7,20.6
"543",2014-06-27,0,31.7,19.4
"544",2014-06-28,0,30.6,19.4
"545",2014-06-29,0,27.8,17.2
"546",2014-06-30,1.8,29.4,17.2
"547",2014-07-01,0,34.4,17.2
"548",2014-07-02,0,35.6,20.6
"549",2014-07-03,0,35.6,20
"550",2014-07-04,17.3,30,18.3
"551",2014-07-05,0,27.2,11.7
"552",2014-07-06,0,30.6,11.7
"553",2014-07-07,0,32.8,12.8
"554",2014-07-08,0,34.4,17.8
"555",2014-07-09,1.8,34.4,21.1
"556",2014-07-10,9.4,28.9,20
"557",2014-07-11,5.8,28.9,18
"558",2014-07-12,1.3,31.1,18.3
"559",2014-07-13,0,32.2,18.3
"560",2014-07-14,0,33.9,20.6
"561",2014-07-15,4.1,33.9,21.1
"562",2014-07-16,6.6,28.9,15.6
"563",2014-07-17,0,26.7,12.2
"564",2014-07-18,0,26.7,12.2
"565",2014-07-19,0.8,25,15
"566",2014-07-20,0,25.6,18.3
"567",2014-07-21,1.5,26.7,18.3
"568",2014-07-22,1.3,30,20.6
"569",2014-07-23,0.3,33.3,20
"570",2014-07-24,0,33.3,20
"571",2014-07-25,32.8,26.7,17
"572",2014-07-26,17,32.2,17.2
"573",2014-07-27,5.1,32.2,20.6
"574",2014-07-28,0,28.9,21.1
"575",2014-07-29,0,26.7,15
"576",2014-07-30,0,26.7,12.8
"577",2014-07-31,0,27.8,12.8
"578",2014-08-01,3.6,27.8,14.4
"579",2014-08-02,9.7,22.8,16.7
"580",2014-08-03,0,28.3,16.7
"581",2014-08-04,0,28.3,14.4
"582",2014-08-05,0,29.4,14.4
"583",2014-08-06,1.8,31.1,16.1
"584",2014-08-07,0,31.1,16.7
"585",2014-08-08,0,28.3,19.4
"586",2014-08-09,37.3,23.3,17.8
"587",2014-08-10,12.7,20.6,17.8
"588",2014-08-11,7.4,21.1,18.3
"589",2014-08-12,20.8,26.7,18.9
"590",2014-08-13,7.6,26.7,16.7
"591",2014-08-14,0,26.7,14.4
"592",2014-08-15,0,28.3,14.4
"593",2014-08-16,0,28.9,12.8
"594",2014-08-17,0,29.4,12.8
"595",2014-08-18,0,29.4,18.3
"596",2014-08-19,16.5,26.1,20.6
"597",2014-08-20,0.8,30.6,17.2
"598",2014-08-21,0,31.1,17.2
"599",2014-08-22,0.8,31.1,19.4
"600",2014-08-23,2.8,28.3,20.6
"601",2014-08-24,43.7,22.8,18
"602",2014-08-25,0.5,25,14
"603",2014-08-26,0,26.7,12.8
"604",2014-08-27,0,29.4,12.8
"605",2014-08-28,0,31.1,21.7
"606",2014-08-29,0,31.7,17.8
"607",2014-08-30,0,30.6,17.8
"608",2014-08-31,0,32.2,20.6
"609",2014-09-01,0,32.2,20.6
"610",2014-09-02,0,33.3,21.7
"611",2014-09-03,12.7,33.3,20.6
"612",2014-09-04,0,28.9,20
"613",2014-09-05,0,30.6,20
"614",2014-09-06,0.3,30.6,20
"615",2014-09-07,2.5,30,18.3
"616",2014-09-08,0,23.9,17.8
"617",2014-09-09,0,25.6,17.2
"618",2014-09-10,0,25.6,17.2
"619",2014-09-11,0,30.6,17.2
"620",2014-09-12,0,30.6,17.2
"621",2014-09-13,9.7,22.8,16.7
"622",2014-09-14,0.5,22.2,14.4
"623",2014-09-15,0,23.3,13.3
"624",2014-09-16,0,25,13.3
"625",2014-09-17,0,25,13.9
"626",2014-09-18,0,25,12.8
"627",2014-09-19,0,25,12.8
"628",2014-09-20,3.3,25,14.4
"629",2014-09-21,0,28.9,12.2
"630",2014-09-22,2,28.9,12.2
"631",2014-09-23,0,22.8,8.3
"632",2014-09-24,0,20.6,8.3
"633",2014-09-25,0,24.4,11.7
"634",2014-09-26,0,24.4,15
"635",2014-09-27,0,25,12.2
"636",2014-09-28,0,25,10
"637",2014-09-29,0,23.9,10
"638",2014-09-30,0.3,28.3,13.9
"639",2014-10-01,0,28.3,12.2
"640",2014-10-02,0,28.3,12.2
"641",2014-10-03,0,28.3,15
"642",2014-10-04,6.6,25.6,9.4
"643",2014-10-05,0,18.9,3.3
"644",2014-10-06,0,22.8,3.3
"645",2014-10-07,6.9,22.8,5.6
"646",2014-10-08,15,24.4,11.7
"647",2014-10-09,2.8,26.1,8.3
"648",2014-10-10,0,26.1,8.3
"649",2014-10-11,8.1,17.8,11.7
"650",2014-10-12,3.3,16.1,11
"651",2014-10-13,17.3,16.7,11
"652",2014-10-14,7.6,25,11.7
"653",2014-10-15,21.8,25,14.4
"654",2014-10-16,0.3,23,10.6
"655",2014-10-17,0,23.3,10.6
"656",2014-10-18,0,23.3,11.7
"657",2014-10-19,0,17.2,7.8
"658",2014-10-20,0,20,3.9
"659",2014-10-21,0,20,3.9
"660",2014-10-22,0,18.9,8.9
"661",2014-10-23,0,17.2,8.3
"662",2014-10-24,0,21.1,5.6
"663",2014-10-25,0,23.3,5.6
"664",2014-10-26,0,23.3,5.6
"665",2014-10-27,0,26.1,4.4
"666",2014-10-28,0,28.3,4.4
"667",2014-10-29,0.3,28.3,8.9
"668",2014-10-30,0,18.9,3.9
"669",2014-10-31,0.3,16.1,1.1
"670",2014-11-01,11.4,12.2,1.1
"671",2014-11-02,0.5,9.4,2.2
"672",2014-11-03,0.3,18.9,2.2
"673",2014-11-04,0,22.2,2.8
"674",2014-11-05,0,22.2,9.4
"675",2014-11-06,1.3,20.6,10.6
"676",2014-11-07,0.3,11.1,5
"677",2014-11-08,0,11.7,-2.8
"678",2014-11-09,0,16.1,-2.8
"679",2014-11-10,0,17.8,0.6
"680",2014-11-11,0,20.6,0.6
"681",2014-11-12,0,20.6,1.1
"682",2014-11-13,0,8.3,4
"683",2014-11-14,0,8.9,-2.8
"684",2014-11-15,0.3,5,-7.2
"685",2014-11-16,0,8.3,-7.2
