"DateTime","Depth","OXY_oxy"
2016-06-26,1,210.859375
2016-06-26,2,259.8440625
2016-06-26,3,245.3659375
2016-06-26,4,244.93625
2016-06-26,5,190.1078125
2016-06-26,6,134.936875
2016-06-26,7,86.6465625
2016-06-26,8,104.8984375
2016-06-26,9,3.5003125
2016-06-26,10,2.5665625
2016-06-26,11,2.065625
2016-06-28,0.1,269.1728125
2016-06-28,1,202.026875
2016-06-28,2,199.90875
2016-06-28,3,203.9665625
2016-06-28,4,205.014375
2016-06-28,5,197.55375
2016-06-28,6,237.934375
2016-06-28,7,258.63875
2016-06-28,8,254.8075
2016-06-28,9,8.7309375
2016-06-28,10,3.3471875
2016-06-28,11,2.84125
2016-06-30,0.1,267.0678125
2016-06-30,1,277.1134375
2016-06-30,2,285.299375
2016-06-30,3,280.2559375
2016-06-30,4,230.5371875
2016-06-30,5,166.344375
2016-06-30,6,123.7825
2016-06-30,7,66.10625
2016-06-30,8,68.2871875
2016-06-30,9,3.5375
2016-06-30,10,2.5346875
2016-06-30,11,2.3475
2016-07-07,0.1,204.03
2016-07-07,1,190.303125
2016-07-07,2,250.291875
2016-07-07,3,225.321875
2016-07-07,4,187.2375
2016-07-07,5,152.4071875
2016-07-07,6,95.164375
2016-07-07,7,62.23
2016-07-07,8,3.9553125
2016-07-07,9,2.6665625
2016-07-07,10,2.1465625
2016-07-07,11,2.0915625
2016-07-14,0.1,144.69875
2016-07-14,1,255.1384375
2016-07-14,2,254.20875
2016-07-14,3,248.2909375
2016-07-14,4,152.596875
2016-07-14,5,111.8546875
2016-07-14,6,62.419375
2016-07-14,7,50.045
2016-07-14,8,2.9928125
2016-07-14,9,2.313125
2016-07-14,10,1.9984375
2016-07-14,11,1.495625
2016-07-21,0.1,193.7103125
2016-07-21,1,181.26625
2016-07-21,2,215.2559375
2016-07-21,3,260.1134375
2016-07-21,4,156.9234375
2016-07-21,5,53.8446875
2016-07-21,6,99.8921875
2016-07-21,7,2.565625
2016-07-21,8,1.9875
2016-07-21,9,1.6365625
2016-07-21,10,1.6878125
2016-07-21,11,1.86625
2016-07-24,0.1,267.1384375
2016-07-24,1,265.84625
2016-07-24,2,275.7334375
2016-07-24,3,282.2409375
2016-07-24,4,148.85875
2016-07-24,5,52.449375
2016-07-24,6,167.620625
2016-07-24,7,1.6196875
2016-07-24,8,1.455
2016-07-24,9,1.39375
2016-07-24,10,1.198125
2016-07-24,11,1.2040625
2016-07-28,0.1,168.97375
2016-07-28,1,213.043125
2016-07-28,2,222.3140625
2016-07-28,3,221.6725
2016-07-28,4,84.4203125
2016-07-28,5,33.4815625
2016-07-28,6,101.6596875
2016-07-28,7,3.22375
2016-07-28,8,2.1859375
2016-07-28,9,1.90625
2016-07-28,10,1.7284375
2016-07-28,11,1.75125
2016-08-04,0.1,201.25
2016-08-04,1,199.375
2016-08-04,2,196.5625
2016-08-04,3,195
2016-08-04,4,86.5625
2016-08-04,5,14.6875
2016-08-04,6,35.625
2016-08-04,7,12.1875
2016-08-04,8,10
2016-08-04,9,9.6875
2016-08-04,10,9.6875
2016-08-04,11,9.375
2016-08-11,0.1,134.8596875
2016-08-11,1,141.1828125
2016-08-11,2,154.4503125
2016-08-11,3,151.8040625
2016-08-11,4,9.946875
2016-08-11,5,5.0565625
2016-08-11,6,1.848125
2016-08-11,7,1.7
2016-08-11,8,1.871875
2016-08-11,9,1.675625
2016-08-11,10,1.6725
2016-08-11,11,1.523125
2016-08-18,0.1,195.505
2016-08-18,1,185.55
2016-08-18,2,189.12625
2016-08-18,3,225.363125
2016-08-18,4,36.66875
2016-08-18,5,45.6096875
2016-08-18,6,3.6409375
2016-08-18,7,2.55625
2016-08-18,8,2.4765625
2016-08-18,9,2.35125
2016-08-18,10,2.0953125
2016-08-18,11,1.86375
2016-08-23,0.1,175.363125
2016-08-23,1,196.7946875
2016-08-23,2,197.295
2016-08-23,3,214.6684375
2016-08-23,4,39.9959375
2016-08-23,5,19.7871875
2016-08-23,6,12.014375
2016-08-23,7,3.335
2016-08-23,8,2.455625
2016-08-23,9,2.230625
2016-08-23,10,2.2390625
2016-08-23,11,2.459375
2016-09-06,0.1,252.4225
2016-09-06,1,213.199375
2016-09-06,2,196.6271875
2016-09-06,3,182.2190625
2016-09-06,4,235.25
2016-09-06,5,5.6996875
2016-09-06,6,2.473125
2016-09-06,7,2.069375
2016-09-06,8,1.8475
2016-09-06,9,2.051875
2016-09-06,10,1.9146875
2016-09-06,11,1.6109375
2016-09-16,0.1,172.8340625
2016-09-16,1,193.4096875
2016-09-16,2,200.119375
2016-09-16,3,240.0165625
2016-09-16,4,133.1146875
2016-09-16,5,185.39375
2016-09-16,6,157.93125
2016-09-16,7,4.7875
2016-09-16,8,3.6665625
2016-09-16,9,2.363125
2016-09-16,10,2.5278125
2016-09-16,11,2.3825
2016-09-17,0.1,181.304375
2016-09-17,1,188.704375
2016-09-17,2,187.12625
2016-09-17,3,225.3565625
2016-09-17,4,147.5753125
2016-09-17,5,123.2653125
2016-09-17,6,4.6265625
2016-09-17,7,3.231875
2016-09-17,8,3.878125
2016-09-17,9,2.4690625
2016-09-17,10,2.275
2016-09-17,11,2.133125
2016-09-27,0.1,165.5128125
2016-09-27,1,163.970625
2016-09-27,2,164.1775
2016-09-27,3,177.6340625
2016-09-27,4,183.5290625
2016-09-27,5,51.87
2016-09-27,6,3.8871875
2016-09-27,7,2.860625
2016-09-27,8,2.3203125
2016-09-27,9,2.356875
2016-09-27,10,2.05375
2016-09-27,11,1.90375
2016-10-11,0.1,179.495
2016-10-11,1,176.1165625
2016-10-11,2,181.9978125
2016-10-11,3,218.6996875
2016-10-11,4,218.5834375
2016-10-11,5,221.87875
2016-10-11,6,214.823125
2016-10-11,7,176.4515625
2016-10-11,8,6.3378125
2016-10-11,9,3.6371875
2016-10-11,10,3.0109375
2016-10-11,11,2.7665625
2016-10-25,0.1,251.25
2016-10-25,1,250.3125
2016-10-25,2,250.3125
2016-10-25,3,249.0625
2016-10-25,4,248.4375
2016-10-25,5,250.3125
2016-10-25,6,249.6875
2016-10-25,7,248.125
2016-10-25,8,236.875
2016-10-25,9,29.375
2016-10-25,10,13.4375
2016-10-25,11,12.5
2016-11-11,0.1,217.1359375
2016-11-11,1,225.2953125
2016-11-11,2,251.093125
2016-11-11,3,254.6040625
2016-11-11,4,256.0875
2016-11-11,5,254.83625
2016-11-11,6,255.4665625
2016-11-11,7,255.1290625
2016-11-11,8,254.488125
2016-11-11,9,254.865625
2016-11-11,10,254.71625
2016-11-11,11,254.3446875
2017-03-17,0.1,299.2634375
2017-03-17,1,302.2846875
2017-03-17,2,308.2334375
2017-03-17,3,290.33125
2017-03-17,4,282.875625
2017-03-17,5,317.064375
2017-03-17,6,282.5684375
2017-03-17,7,281.555
2017-03-17,8,297.175625
2017-03-17,9,294.929375
2017-03-17,10,296.8846875
2017-03-17,11,293.84125
2017-04-10,0.1,257.454375
2017-04-10,1,260.1778125
2017-04-10,2,231.856875
2017-04-10,3,235.5115625
2017-04-10,4,250.0590625
2017-04-10,5,240.7021875
2017-04-10,6,253.405625
2017-04-10,7,249.045625
2017-04-10,8,255.8246875
2017-04-10,9,291.8859375
2017-04-10,10,249.3521875
2017-04-10,11,253.5440625
2017-05-05,0.1,276.6915625
2017-05-05,1,276.7803125
2017-05-05,2,275.4975
2017-05-05,3,297.648125
2017-05-05,4,283.24375
2017-05-05,5,289.6090625
2017-05-05,6,228.4684375
2017-05-05,7,155.636875
2017-05-05,8,35.481875
2017-05-05,9,8.3446875
2017-05-05,10,2.3765625
2017-05-05,11,2.1503125
2017-05-10,0.1,222.3925
2017-05-10,1,266.5746875
2017-05-10,2,274.59
2017-05-10,3,274.66875
2017-05-10,4,241.924375
2017-05-10,5,245.9115625
2017-05-10,6,158.0946875
2017-05-10,7,78.465625
2017-05-10,8,3.4690625
2017-05-10,9,2.055625
2017-05-10,10,1.7171875
2017-05-10,11,1.8290625
2017-05-18,0.1,275
2017-05-18,1,277.8125
2017-05-18,2,278.125
2017-05-18,3,305.9375
2017-05-18,4,265.625
2017-05-18,5,206.5625
2017-05-18,6,165.625
2017-05-18,7,93.75
2017-05-18,8,20.625
2017-05-18,9,14.6875
2017-05-18,10,13.125
2017-05-18,11,11.5625
2017-05-25,0.1,286.25
2017-05-25,1,287.5
2017-05-25,2,288.125
2017-05-25,3,285.625
2017-05-25,4,284.6875
2017-05-25,5,198.4375
2017-05-25,6,115.625
2017-05-25,7,75.625
2017-05-25,8,49.375
2017-05-25,9,17.1875
2017-05-25,10,15
2017-05-25,11,14.0625
2017-05-30,0.1,281.875
2017-05-30,1,281.875
2017-05-30,2,281.875
2017-05-30,3,290
2017-05-30,4,250
2017-05-30,5,180.625
2017-05-30,6,120.625
2017-05-30,7,62.5
2017-05-30,8,18.75
2017-05-30,9,15.3125
2017-05-30,10,14.6875
2017-05-30,11,14.0625
2017-06-01,0.1,290.625
2017-06-01,1,292.8125
2017-06-01,2,292.8125
2017-06-01,3,311.25
2017-06-01,4,260.625
2017-06-01,5,170
2017-06-01,6,110.9375
2017-06-01,7,58.4375
2017-06-01,8,24.375
2017-06-01,9,16.875
2017-06-01,10,15
2017-06-01,11,15.3125
2017-06-08,0.1,286.5625
2017-06-08,1,286.25
2017-06-08,2,285.9375
2017-06-08,3,281.5625
2017-06-08,4,209.0625
2017-06-08,5,148.75
2017-06-08,6,55
2017-06-08,7,30.9375
2017-06-08,8,15.625
2017-06-08,9,14.6875
2017-06-08,10,14.375
2017-06-08,11,14.375
2017-06-15,0.1,255.625
2017-06-15,1,261.5625
2017-06-15,2,309.375
2017-06-15,3,290.625
2017-06-15,4,214.0625
2017-06-15,5,123.125
2017-06-15,6,57.8125
2017-06-15,7,31.875
2017-06-15,8,17.8125
2017-06-15,9,13.75
2017-06-15,10,13.125
2017-06-15,11,12.8125
2017-06-22,0.1,275.9375
2017-06-22,1,278.125
2017-06-22,2,279.375
2017-06-22,3,268.4375
2017-06-22,4,142.8125
2017-06-22,5,96.25
2017-06-22,6,29.6875
2017-06-22,7,14.375
2017-06-22,8,12.8125
2017-06-22,9,11.875
2017-06-22,10,11.5625
2017-06-22,11,11.875
2017-06-29,0.1,282.8125
2017-06-29,1,289.0625
2017-06-29,2,284.375
2017-06-29,3,194.0625
2017-06-29,4,45.3125
2017-06-29,5,39.0625
2017-06-29,6,14.0625
2017-06-29,7,13.125
2017-06-29,8,13.125
2017-06-29,9,13.125
2017-06-29,10,13.125
2017-06-29,11,12.8125
2017-07-07,0.1,265.3125
2017-07-07,1,264.6875
2017-07-07,2,265.625
2017-07-07,3,263.125
2017-07-07,4,17.1875
2017-07-07,5,13.4375
2017-07-07,6,12.5
2017-07-07,7,12.5
2017-07-07,8,12.5
2017-07-07,9,11.875
2017-07-07,10,12.1875
2017-07-13,0.1,262.1875
2017-07-13,1,269.6875
2017-07-13,2,275.625
2017-07-13,4,66.5625
2017-07-13,5,15.9375
2017-07-13,6,14.375
2017-07-13,7,13.75
2017-07-13,8,13.125
2017-07-13,9,13.75
2017-07-13,10,13.125
2017-07-20,0.1,285
2017-07-20,1,289.0625
2017-07-20,2,282.1875
2017-07-20,4,17.1875
2017-07-20,5,13.75
2017-07-20,6,13.4375
2017-07-20,7,14.0625
2017-07-20,8,13.4375
2017-07-20,9,13.4375
2017-07-27,0.1,256.5625
2017-07-27,1,256.875
2017-07-27,2,247.1875
2017-07-27,4,161.5625
2017-07-27,5,14.6875
2017-07-27,6,13.75
2017-07-27,7,13.125
2017-07-27,8,12.8125
2017-07-27,9,13.125
2017-08-03,0.1,263.75
2017-08-03,1,271.5625
2017-08-03,2,241.5625
2017-08-03,4,142.1875
2017-08-03,5,14.375
2017-08-03,6,11.5625
2017-08-03,7,11.5625
2017-08-03,8,11.5625
2017-08-03,9,11.25
2017-08-10,0.1,267.5
2017-08-10,1,266.5625
2017-08-10,2,228.125
2017-08-10,4,177.8125
2017-08-10,5,14.375
2017-08-10,6,13.125
2017-08-10,7,12.8125
2017-08-10,8,12.5
2017-08-10,9,12.5
2017-08-10,10,12.5
2017-08-17,0.1,271.25
2017-08-17,1,285.9375
2017-08-17,2,250.3125
2017-08-17,4,147.8125
2017-08-17,5,16.5625
2017-08-17,6,14.0625
2017-08-17,7,14.0625
2017-08-17,8,13.75
2017-08-17,9,13.75
2017-08-17,10,13.75
2017-08-24,0.1,260.625
2017-08-24,1,261.875
2017-08-24,2,260
2017-08-24,4,102.8125
2017-08-24,5,12.5
2017-08-24,6,12.8125
2017-08-24,7,11.5625
2017-08-24,8,12.1875
2017-08-24,9,12.1875
2017-09-05,0.1,295.625
2017-09-05,1,308.125
2017-09-05,2,257.8125
2017-09-05,3,232.5
2017-09-05,4,189.375
2017-09-05,5,27.1875
2017-09-05,6,17.1875
2017-09-05,7,16.25
2017-09-05,8,15.625
2017-09-05,9,15.625
2017-09-19,0.1,309.0625
2017-09-19,1,311.5625
2017-09-19,2,246.25
2017-09-19,3,199.375
2017-09-19,4,156.875
2017-09-19,5,20
2017-09-19,6,16.25
2017-09-19,7,15
2017-09-19,8,15
2017-09-19,9,14.6875
2017-09-19,10,14.6875
2017-10-03,0.1,280.3125
2017-10-03,1,284.0625
2017-10-03,2,276.5625
2017-10-03,3,154.0625
2017-10-03,4,20
2017-10-03,5,14.0625
2017-10-03,6,13.75
2017-10-03,7,13.4375
2017-10-03,8,13.125
2017-10-03,9,13.125
2017-10-17,0.1,259.6875
2017-10-17,1,260.625
2017-10-17,2,260.3125
2017-10-17,3,259.6875
2017-10-17,4,255
2017-10-17,5,225.625
2017-10-17,6,34.6875
2017-10-17,7,12.5
2017-10-17,8,10.3125
2017-10-17,9,9.375
2017-10-17,10,8.75
2017-10-17,11,8.4375
2017-11-07,0.1,241.5625
2017-11-07,1,237.8125
2017-11-07,2,237.1875
2017-11-07,3,226.875
2017-11-07,4,206.5625
2017-11-07,5,202.5
2017-11-07,6,194.0625
2017-11-07,7,174.0625
2017-11-07,8,155
2017-11-07,9,132.1875
2018-05-04,0.1,279.615625
2018-05-04,1,255.253125
2018-05-04,2,314.209375
2018-05-04,3,301.60625
2018-05-04,4,272.59375
2018-05-04,5,261.753125
2018-05-04,6,239.2125
2018-05-04,7,196.825
2018-05-04,8,113.875
2018-05-04,9,79.746875
2018-05-04,10,36.896875
2018-05-04,11,30.48125
2018-05-11,0.1,258.521875
2018-05-11,1,264.046875
2018-05-11,2,323.30625
2018-05-11,3,310.321875
2018-05-11,4,270.290625
2018-05-11,5,213.328125
2018-05-11,6,160.66875
2018-05-11,7,141.39375
2018-05-11,8,48.46875
2018-05-11,9,10.01875
2018-05-11,10,22.3
2018-05-11,11,3.165625
2018-05-17,0.1,243.8125
2018-05-17,1,279.2875
2018-05-17,2,316.6375
2018-05-17,3,299.296875
2018-05-17,4,224.978125
2018-05-17,5,167.20625
2018-05-17,6,139.503125
2018-05-17,7,114.715625
2018-05-17,8,11.471875
2018-05-17,9,3.915625
2018-05-17,10,3.478125
2018-05-17,11,3.334375
2018-05-24,0.1,187.2625
2018-05-24,1,301.778125
2018-05-24,2,263.278125
2018-05-24,3,291.675
2018-05-24,4,249.3625
2018-05-24,5,177.078125
2018-05-24,6,122.525
2018-05-24,7,72.965625
2018-05-24,8,3.86875
2018-05-24,9,3.321875
2018-05-24,10,2.965625
2018-05-24,11,2.515625
2018-05-31,0.1,187.66875
2018-05-31,1,263.34375
2018-05-31,2,335.625
2018-05-31,3,272.55
2018-05-31,4,249.346875
2018-05-31,5,156.875
2018-05-31,6,86.03125
2018-05-31,7,54.984375
2018-05-31,8,3.5375
2018-05-31,9,3.684375
2018-05-31,10,3.203125
2018-05-31,11,2.95625
2018-06-07,0.1,266.83125
2018-06-07,1,265.5625
2018-06-07,2,285.459375
2018-06-07,3,279.259375
2018-06-07,4,187.846875
2018-06-07,5,132.58125
2018-06-07,6,52.01875
2018-06-07,7,10.2125
2018-06-07,8,3.840625
2018-06-07,9,3.39375
2018-06-07,10,2.828125
2018-06-07,11,2.71875
2018-06-14,0.1,275.478125
2018-06-14,1,276.253125
2018-06-14,2,272.0625
2018-06-14,3,266.49375
2018-06-14,4,169.353125
2018-06-14,5,102.728125
2018-06-14,6,16.040625
2018-06-14,7,3.5625
2018-06-14,8,2.6625
2018-06-14,9,2.48125
2018-06-14,10,2.403125
2018-06-14,11,2.353125
2018-06-21,0.1,254.265625
2018-06-21,1,251.45
2018-06-21,2,347.20625
2018-06-21,3,236.159375
2018-06-21,4,83.078125
2018-06-21,5,13.6
2018-06-21,6,30.36875
2018-06-21,7,3.03125
2018-06-21,8,2.778125
2018-06-21,9,2.603125
2018-06-21,10,2.60625
2018-06-21,11,2.609375
2018-06-28,0.1,287.50625
2018-06-28,1,288.6625
2018-06-28,2,287.49375
2018-06-28,3,129.49375
2018-06-28,4,31.340625
2018-06-28,5,4.475
2018-06-28,6,3
2018-06-28,7,3.009375
2018-06-28,8,2.871875
2018-06-28,9,2.725
2018-06-28,10,2.709375
2018-06-28,11,2.59375
2018-07-05,0.1,255.859375
2018-07-05,1,448.971875
2018-07-05,2,329.915625
2018-07-05,3,153.9125
2018-07-05,4,8.665625
2018-07-05,5,6.146875
2018-07-05,6,4.55
2018-07-05,7,3.778125
2018-07-05,8,3.490625
2018-07-05,9,2.8
2018-07-05,10,2.8625
2018-07-05,11,2.784375
2018-07-12,0.1,292.253125
2018-07-12,1,327.25
2018-07-12,2,356.10625
2018-07-12,3,78.659375
2018-07-12,4,6.2375
2018-07-12,5,3.934375
2018-07-12,6,3.528125
2018-07-12,7,3.3875
2018-07-12,8,3.21875
2018-07-12,9,2.65
2018-07-12,10,2.765625
2018-07-12,11,2.50625
2018-07-19,0.1,234.99375
2018-07-19,1,313.01875
2018-07-19,2,241.403125
2018-07-19,3,28.340625
2018-07-19,4,5.196875
2018-07-19,5,2.534375
2018-07-19,6,2.271875
2018-07-19,7,2.159375
2018-07-19,8,2.21875
2018-07-19,9,1.94375
2018-07-19,10,2.121875
2018-07-19,11,2.121875
2018-07-26,0.1,276.665625
2018-07-26,1,277.640625
2018-07-26,2,276.915625
2018-07-26,3,271.403125
2018-07-26,4,8.15
2018-07-26,5,4.98125
2018-07-26,6,3.61875
2018-07-26,7,3.165625
2018-07-26,8,2.959375
2018-07-26,9,2.959375
2018-07-26,10,2.959375
2018-07-26,11,2.959375
2018-08-02,0.1,246.1
2018-08-02,1,250.0875
2018-08-02,2,154.721875
2018-08-02,3,5.425
2018-08-02,4,4.221875
2018-08-02,5,3.678125
2018-08-02,6,3.315625
2018-08-02,7,2.971875
2018-08-02,8,2.740625
2018-08-02,9,2.759375
2018-08-02,10,2.3625
2018-08-02,11,2.590625
2018-08-09,0.1,213.8875
2018-08-09,1,263.896875
2018-08-09,2,260.2125
2018-08-09,3,0
2018-08-09,4,7.865625
2018-08-09,5,4.20625
2018-08-09,6,3.54375
2018-08-09,7,2.975
2018-08-09,8,3.265625
2018-08-09,9,2.5375
2018-08-09,10,2.5375
2018-08-09,11,2.5375
2018-08-16,0.1,303.590625
2018-08-16,1,302.803125
2018-08-16,2,290.959375
2018-08-16,3,5.328125
2018-08-16,4,80.578125
2018-08-16,5,3.634375
2018-08-16,6,2.790625
2018-08-16,7,2.734375
2018-08-16,8,2.33125
2018-08-16,9,2.340625
2018-08-16,10,2.1375
2018-08-16,11,2.234375
2018-08-24,0.1,259.53125
2018-08-24,1,257.565625
2018-08-24,2,231.415625
2018-08-24,3,123.75625
2018-08-24,4,156.928125
2018-08-24,5,3.715625
2018-08-24,6,2.8
2018-08-24,7,2.5
2018-08-24,8,2.553125
2018-08-24,9,2.0875
2018-08-24,10,2.36875
2018-08-24,11,2.121875
2018-09-07,0.1,250.521875
2018-09-07,1,246.990625
2018-09-07,2,239.271875
2018-09-07,3,108.915625
2018-09-07,4,86.509375
2018-09-07,5,4.890625
2018-09-07,6,3.646875
2018-09-07,7,3.16875
2018-09-07,8,2.91875
2018-09-07,9,2.628125
2018-09-07,10,2.371875
2018-09-07,11,2.371875
2018-09-21,0.1,263.8125
2018-09-21,1,261.996875
2018-09-21,2,244.628125
2018-09-21,3,192.321875
